AssemblyConfigName,Component,ConfigName,FeatureName,FeatureType,DimFullName,Value_mm,Value_in,Tolerance_Type,IsDriven,IsLinked,IsGlobalVar,EquationOrComment
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,SK_OUTER_BOX,ProfileFeature,drum_len_in_sketch@SK_OUTER_BOX@TNG-000_MasterLayout.Part,457.2000,18.0000,N/A,TRUE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,SK_OUTER_BOX,ProfileFeature,drum_wid_in@SK_OUTER_BOX@TNG-000_MasterLayout.Part,254.0000,10.0000,N/A,TRUE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,SK_CAVITY,ProfileFeature,end_cap_thk_in_sketch@SK_CAVITY@TNG-000_MasterLayout.Part,12.7000,0.5000,N/A,TRUE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,SK_CAVITY,ProfileFeature,side_thk_in_sketch@SK_CAVITY@TNG-000_MasterLayout.Part,12.7000,0.5000,N/A,TRUE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,SK_HEIGHT_STACK,ProfileFeature,top_thk_in_sketch@SK_HEIGHT_STACK@TNG-000_MasterLayout.Part,12.7000,0.5000,N/A,TRUE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,SK_HEIGHT_STACK,ProfileFeature,bottom_thk_in_sketch@SK_HEIGHT_STACK@TNG-000_MasterLayout.Part,12.7000,0.5000,N/A,TRUE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,SK_HEIGHT_STACK,ProfileFeature,cavity_hgt_in@SK_HEIGHT_STACK@TNG-000_MasterLayout.Part,127.0000,5.0000,N/A,TRUE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,SK_PORT,ProfileFeature,port_dia_in@SK_PORT@TNG-000_MasterLayout.Part,38.1000,1.5000,N/A,TRUE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,SK_FEET,ProfileFeature,foot_dia@SK_FEET@TNG-000_MasterLayout.Part,31.7500,1.2500,N/A,TRUE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,SK_FEET,ProfileFeature,foot_setting@SK_FEET@TNG-000_MasterLayout.Part,45.7200,1.8000,N/A,TRUE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,SK_FEET,ProfileFeature,screw_hole@SK_FEET@TNG-000_MasterLayout.Part,3.1750,0.1250,N/A,TRUE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,t01,ProfileFeature,t01_len_in@t01@TNG-000_MasterLayout.Part,181.8132,7.1580,N/A,FALSE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,t01,ProfileFeature,t01_wid_in@t01@TNG-000_MasterLayout.Part,25.4000,1.0000,N/A,FALSE,FALSE,FALSE,
MASTER_TEMPLATE,TNG-000_MasterLayout-1,MASTER_TEMPLATE,t02,ProfileFeature,t02_wid_in@t02@TNG-000_MasterLayout.Part,25.4000,1.0000,N/A,FALSE,FALSE,FALSE,
